theorem,mdl_gain,cost,savings,num_uses,pattern_length,savings_per_use,in_degree,out_degree,proof_type
Int.eq_one_or_neg_one_of_mul_eq_neg_one',-616.5947053636175,616.5947053636175,0.0,0,5,23.993572974377464,0,5,tactic
Int.mul_eq_neg_one_iff_eq_one_or_neg_one,-560.1189410727235,560.1189410727235,-0.0,0,1,-8.482191316516564,0,2,tactic
Int.isUnit_iff_natAbs_eq,-372.04770633878974,338.1189410727235,-33.92876526606626,4,1,-8.482191316516564,4,2,tactic
Int.ofNat_isUnit,-428.1189410727235,428.1189410727235,-0.0,0,1,-8.482191316516564,0,1,tactic
Int.isUnit_mul_self,-413.44430917106956,421.2,7.755690828930447,1,3,7.755690828930447,1,0,term
Int.isUnit_add_isUnit_eq_isUnit_add_isUnit,-1078.60113238924,1078.237882145447,-0.3632502437930576,1,2,-0.3632502437930576,1,4,tactic
Int.eq_one_or_neg_one_of_mul_eq_neg_one,-624.0443091710695,631.8,7.755690828930447,1,3,7.755690828930447,1,0,term
Int.emod_two_ne_one,-358.60113238924004,350.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,1,tactic
Int.one_emod_two,-396.9,396.9,0.0,0,3,7.755690828930447,0,0,term
Int.emod_two_ne_zero,-400.60113238924004,392.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,1,tactic
Int.even_iff,-285.56585502641735,332.1,46.534144973582684,6,3,7.755690828930447,6,0,term
Int.not_even_iff,-274.60113238924004,266.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,2,tactic
Int.two_dvd_ne_zero,-429.29999999999995,429.29999999999995,0.0,0,3,7.755690828930447,0,0,term
Int.not_even_one,-278.1189410727235,278.1189410727235,-0.0,0,1,-8.482191316516564,0,1,tactic
Int.even_add,-450.04770633878974,416.1189410727235,-33.92876526606626,4,1,-8.482191316516564,4,5,tactic
Int.two_not_dvd_two_mul_add_one,-374.1189410727235,374.1189410727235,-0.0,0,1,-8.482191316516564,0,1,tactic
Int.even_sub,-458.5298976553063,416.1189410727235,-42.41095658258282,5,1,-8.482191316516564,5,2,tactic
Int.even_add_one,-397.08332370575664,380.1189410727235,-16.96438263303313,2,1,-8.482191316516564,2,1,tactic
Int.even_sub_one,-388.60113238924004,380.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,1,tactic
Int.even_mul,-429.5655150222732,404.1189410727235,-25.446573949549695,3,1,-8.482191316516564,3,3,tactic
Int.even_pow,-454.6011323892401,454.23788214544703,-0.3632502437930576,1,2,-0.3632502437930576,1,3,tactic
Int.even_pow',-502.2,502.2,0.0,0,3,7.755690828930447,0,0,term
Int.even_coe_nat,-499.49428028833944,440.1189410727235,-59.37533921561595,7,1,-8.482191316516564,7,3,tactic
Int.two_mul_ediv_two_of_even,-486.0,486.0,0.0,0,3,7.755690828930447,0,0,term
Int.ediv_two_mul_two_of_even,-469.79999999999995,469.79999999999995,0.0,0,3,7.755690828930447,0,0,term
zsmul_int_int,-381.04430917106953,388.79999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
zsmul_int_one,-381.04430917106953,388.79999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
FreeMonoid.toList_symm,-405.0,405.0,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.ofList_symm,-405.0,405.0,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.toList_ofList,-486.3443091710696,494.1,7.755690828930447,1,3,7.755690828930447,1,0,term
FreeMonoid.ofList_toList,-535.9772366842782,567.0,31.02276331572179,4,3,7.755690828930447,4,0,term
FreeMonoid.toList_comp_ofList,-445.5,445.5,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.ofList_comp_toList,-445.5,445.5,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.toList_one,-437.4,437.4,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.ofList_nil,-388.79999999999995,388.79999999999995,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.toList_mul,-712.8,712.8,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.ofList_append,-688.5,688.5,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.toList_prod,-542.1189410727235,542.1189410727235,-0.0,0,1,-8.482191316516564,0,2,tactic
FreeMonoid.ofList_join,-672.3,672.3,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.toList_of,-397.2443091710696,405.0,7.755690828930447,1,3,7.755690828930447,1,0,term
FreeMonoid.ofList_singleton,-445.5,445.5,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.ofList_cons,-664.2,664.2,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.toList_of_mul,-721.2443091710695,729.0,7.755690828930447,1,3,7.755690828930447,1,0,term
FreeMonoid.of_injective,-421.2,421.2,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.recOn_one,-1004.4,1004.4,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.recOn_of_mul,-1514.7,1514.7,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.casesOn_one,-980.0999999999999,980.0999999999999,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.casesOn_of_mul,-1352.7,1352.7,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.hom_eq,-664.2,664.2,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.prodAux_eq,-623.7,623.7,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.lift_ofList,-680.4,680.4,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.lift_symm_apply,-591.3,591.3,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.lift_apply,-713.1443091710695,720.9,7.755690828930447,1,3,7.755690828930447,1,0,term
FreeMonoid.lift_comp_of,-421.54430917106953,429.29999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
FreeMonoid.lift_eval_of,-510.9886183421391,526.5,15.511381657860895,2,3,7.755690828930447,2,0,term
FreeMonoid.lift_restrict,-550.8,550.8,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.comp_lift,-484.23788214544703,484.23788214544703,-0.0,0,2,-0.3632502437930576,0,0,tactic
FreeMonoid.hom_map_lift,-801.9,801.9,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.smul_def,-988.2,988.2,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.ofList_smul,-963.9,963.9,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.of_smul,-826.2,826.2,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.map_of,-502.54430917106953,510.29999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
FreeMonoid.toList_map,-737.1,737.1,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.ofList_map,-704.7,704.7,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.lift_of_comp_eq_map,-615.6,615.6,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.map_comp,-648.0,648.0,0.0,0,3,7.755690828930447,0,0,term
FreeMonoid.map_id,-494.1,494.1,0.0,0,3,7.755690828930447,0,0,term
CochainComplex.mapBifunctorShift₁Iso_trans_mapBifunctorShift₂Iso,-2462.8325875090645,2462.8325875090645,0.0,0,7,40.231455119824474,0,8,tactic
HomologicalComplex.zero_f_apply,-413.78861834213905,429.29999999999995,15.511381657860895,2,3,7.755690828930447,2,0,term
HomologicalComplex.add_f_apply,-560.6215458553478,599.4,38.77845414465224,5,3,7.755690828930447,5,0,term
HomologicalComplex.neg_f_apply,-494.44430917106956,502.2,7.755690828930447,1,3,7.755690828930447,1,0,term
HomologicalComplex.sub_f_apply,-545.1101641974868,599.4,54.28983580251313,7,3,7.755690828930447,7,0,term
HomologicalComplex.nsmul_f_apply,-631.8,631.8,0.0,0,3,7.755690828930447,0,0,term
HomologicalComplex.zsmul_f_apply,-631.8,631.8,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.NatTrans.mapHomologicalComplex_id,-1130.1189410727236,1130.1189410727236,-0.0,0,1,-8.482191316516564,0,1,tactic
CategoryTheory.NatTrans.mapHomologicalComplex_comp,-1958.1189410727236,1958.1189410727236,-0.0,0,1,-8.482191316516564,0,1,tactic
CategoryTheory.NatTrans.mapHomologicalComplex_naturality,-2299.0833237057564,2282.1189410727234,-16.96438263303313,2,1,-8.482191316516564,2,1,tactic
ChainComplex.map_chain_complex_of,-2090.475764290894,2090.475764290894,0.0,0,4,15.874631901653956,0,8,tactic
HomologicalComplex.singleMapHomologicalComplex_hom_app_self,-1232.1189410727236,1232.1189410727236,-0.0,0,1,-8.482191316516564,0,4,tactic
HomologicalComplex.singleMapHomologicalComplex_hom_app_ne,-860.1189410727235,860.1189410727235,-0.0,0,1,-8.482191316516564,0,1,tactic
HomologicalComplex.singleMapHomologicalComplex_inv_app_self,-1232.1189410727236,1232.1189410727236,-0.0,0,1,-8.482191316516564,0,4,tactic
HomologicalComplex.singleMapHomologicalComplex_inv_app_ne,-860.1189410727235,860.1189410727235,-0.0,0,1,-8.482191316516564,0,1,tactic
Set.piecewise_eq_mulIndicator,-785.7,785.7,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_apply,-814.237882145447,814.237882145447,-0.0,0,2,-0.3632502437930576,0,2,tactic
Set.mulIndicator_of_mem,-601.8101641974869,656.1,54.28983580251313,7,3,7.755690828930447,7,0,term
Set.mulIndicator_of_not_mem,-602.498782539626,672.3,69.80121746037403,9,3,7.755690828930447,9,0,term
Set.mulIndicator_eq_one_or_self,-796.5947053636175,796.5947053636175,0.0,0,5,23.993572974377464,0,4,tactic
Set.mulIndicator_apply_eq_self,-648.6886183421392,664.2,15.511381657860895,2,3,7.755690828930447,2,0,term
Set.mulIndicator_eq_self,-454.60113238924004,446.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,5,tactic
Set.mulIndicator_eq_self_of_superset,-682.237882145447,682.237882145447,-0.0,0,2,-0.3632502437930576,0,2,tactic
Set.mulIndicator_apply_eq_one,-624.3886183421391,639.9,15.511381657860895,2,3,7.755690828930447,2,0,term
Set.mulIndicator_eq_one,-560.1189410727235,560.1189410727235,-0.0,0,1,-8.482191316516564,0,5,tactic
Set.mulIndicator_eq_one',-664.2,664.2,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_apply_ne_one,-560.1189410727235,560.1189410727235,-0.0,0,1,-8.482191316516564,0,5,tactic
Set.mulSupport_mulIndicator,-827.9215458553479,866.7,38.77845414465224,5,3,7.755690828930447,5,0,term
Set.mem_of_mulIndicator_ne_one,-599.4,599.4,0.0,0,3,7.755690828930447,0,0,term
Set.eqOn_mulIndicator,-469.79999999999995,469.79999999999995,0.0,0,3,7.755690828930447,0,0,term
Set.mulSupport_mulIndicator_subset,-600.4329275132087,623.7,23.267072486791342,3,3,7.755690828930447,3,0,term
Set.mulIndicator_mulSupport,-535.9772366842782,567.0,31.02276331572179,4,3,7.755690828930447,4,0,term
Set.mulIndicator_range_comp,-899.7886183421391,915.3,15.511381657860895,2,3,7.755690828930447,2,0,term
Set.mulIndicator_congr,-657.1329275132086,680.4,23.267072486791342,3,3,7.755690828930447,3,0,term
Set.mulIndicator_univ,-615.6,615.6,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_empty,-672.3,672.3,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_empty',-607.5,607.5,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_one,-753.6443091710695,761.4,7.755690828930447,1,3,7.755690828930447,1,0,term
Set.mulIndicator_one',-591.3,591.3,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_mulIndicator,-1020.9443091710696,1028.7,7.755690828930447,1,3,7.755690828930447,1,0,term
Set.mulIndicator_inter_mulSupport,-754.6011323892401,746.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,2,tactic
Set.comp_mulIndicator,-1006.237882145447,1006.237882145447,-0.0,0,2,-0.3632502437930576,0,4,tactic
Set.mulIndicator_comp_right,-868.6011323892401,884.4757642908941,15.874631901653956,1,4,15.874631901653956,1,5,tactic
Set.mulIndicator_image,-938.1189410727235,938.1189410727235,-0.0,0,1,-8.482191316516564,0,3,tactic
Set.mulIndicator_comp_of_one,-700.6011323892401,708.3568232181706,7.755690828930447,1,3,7.755690828930447,1,3,tactic
Set.comp_mulIndicator_const,-1215.0,1215.0,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_preimage,-996.9886183421391,1012.5,15.511381657860895,2,3,7.755690828930447,2,0,term
Set.mulIndicator_one_preimage,-678.3568232181706,678.3568232181706,0.0,0,3,7.755690828930447,0,3,tactic
Set.mulIndicator_const_preimage_eq_union,-1396.60113238924,1396.237882145447,-0.3632502437930576,1,2,-0.3632502437930576,1,5,tactic
Set.mulIndicator_const_preimage,-918.3568232181706,918.3568232181706,0.0,0,3,7.755690828930447,0,2,tactic
Set.indicator_one_preimage,-1061.1,1061.1,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_preimage_of_not_mem,-854.1189410727235,854.1189410727235,-0.0,0,1,-8.482191316516564,0,3,tactic
Set.mem_range_mulIndicator,-800.1189410727235,800.1189410727235,-0.0,0,1,-8.482191316516564,0,7,tactic
Set.mulIndicator_rel_mulIndicator,-930.3568232181706,930.3568232181706,0.0,0,3,7.755690828930447,0,4,tactic
Set.mulIndicator_union_mul_inter_apply,-1126.60113238924,1118.1189410727236,-8.482191316516564,1,1,-8.482191316516564,1,0,tactic
Set.mulIndicator_union_mul_inter,-1271.7,1271.7,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_union_of_not_mem_inter,-898.6011323892401,890.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,3,tactic
Set.mulIndicator_union_of_disjoint,-1223.4443091710696,1231.2,7.755690828930447,1,3,7.755690828930447,1,0,term
Set.mulIndicator_symmDiff,-1109.7,1109.7,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_mul,-892.6011323892401,924.713646436341,32.112514047100966,1,6,32.112514047100966,1,4,tactic
Set.mulIndicator_mul',-980.0999999999999,980.0999999999999,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_compl_mul_self_apply,-1044.9,1044.9,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_compl_mul_self,-882.9,882.9,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_self_mul_compl_apply,-1044.9,1044.9,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_self_mul_compl,-882.9,882.9,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_mul_eq_left,-864.3568232181706,864.3568232181706,0.0,0,3,7.755690828930447,0,7,tactic
Set.mulIndicator_mul_eq_right,-870.3568232181706,870.3568232181706,0.0,0,3,7.755690828930447,0,7,tactic
Set.mulIndicator_mul_compl_eq_piecewise,-918.713646436341,918.713646436341,0.0,0,6,32.112514047100966,0,9,tactic
Set.mulIndicator_inv',-777.5999999999999,777.5999999999999,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_inv,-1012.5,1012.5,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_div,-1182.6,1182.6,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_div',-980.0999999999999,980.0999999999999,0.0,0,3,7.755690828930447,0,0,term
Set.mulIndicator_compl,-826.8886183421391,842.4,15.511381657860895,2,3,7.755690828930447,2,0,term
Set.mulIndicator_compl',-614.1189410727235,614.1189410727235,-0.0,0,1,-8.482191316516564,0,2,tactic
Set.mulIndicator_diff,-988.5443091710695,996.3,7.755690828930447,1,3,7.755690828930447,1,0,term
Set.mulIndicator_diff',-728.1189410727235,728.1189410727235,-0.0,0,1,-8.482191316516564,0,2,tactic
Set.apply_mulIndicator_symmDiff,-1168.60113238924,1160.1189410727236,-8.482191316516564,1,1,-8.482191316516564,1,1,tactic
MonoidHom.map_mulIndicator,-1112.1189410727236,1112.1189410727236,-0.0,0,1,-8.482191316516564,0,1,tactic
UniqueMul.of_subsingleton,-398.1189410727235,398.1189410727235,-0.0,0,1,-8.482191316516564,0,2,tactic
UniqueMul.of_card_le_one,-862.6011323892401,878.4757642908941,15.874631901653956,1,4,15.874631901653956,1,3,tactic
UniqueMul.mt,-842.4,842.4,0.0,0,3,7.755690828930447,0,0,term
UniqueMul.subsingleton,-1053.0,1053.0,0.0,0,3,7.755690828930447,0,0,term
UniqueMul.set_subsingleton,-854.4757642908941,854.4757642908941,0.0,0,4,15.874631901653956,0,6,tactic
UniqueMul.iff_existsUnique,-1020.5999999999999,1020.5999999999999,0.0,0,3,7.755690828930447,0,0,term
UniqueMul.iff_card_le_one,-1039.427292872682,1039.427292872682,0.0,0,12,80.82616048344201,0,16,tactic
UniqueMul.exists_iff_exists_existsUnique,-1247.4,1247.4,0.0,0,3,7.755690828930447,0,0,term
UniqueMul.mulHom_preimage,-1254.3568232181706,1254.3568232181706,0.0,0,3,7.755690828930447,0,3,tactic
UniqueMul.of_mulHom_image,-1765.8,1765.8,0.0,0,3,7.755690828930447,0,0,term
UniqueMul.mulHom_image_iff,-1296.3443091710694,1304.1,7.755690828930447,1,3,7.755690828930447,1,0,term
UniqueMul.mulHom_map_iff,-900.3568232181706,900.3568232181706,0.0,0,3,7.755690828930447,0,3,tactic
UniqueMul.of_mulOpposite,-1125.9,1125.9,0.0,0,3,7.755690828930447,0,0,term
UniqueMul.to_mulOpposite,-1093.5,1093.5,0.0,0,3,7.755690828930447,0,0,term
UniqueMul.iff_mulOpposite,-1117.8,1117.8,0.0,0,3,7.755690828930447,0,0,term
UniqueMul.of_image_filter,-2324.7,2324.7,0.0,0,3,7.755690828930447,0,0,term
uniqueMul_of_twoUniqueMul,-1732.9515285817881,1732.9515285817881,0.0,0,8,48.35039619254798,0,6,tactic
UniqueProds.of_mulHom,-1255.5,1255.5,0.0,0,3,7.755690828930447,0,0,term
UniqueProds.of_injective_mulHom,-907.2,907.2,0.0,0,3,7.755690828930447,0,0,term
MulEquiv.uniqueProds_iff,-704.7,704.7,0.0,0,3,7.755690828930447,0,0,term
UniqueProds.of_mulOpposite,-542.7,542.7,0.0,0,3,7.755690828930447,0,0,term
UniqueProds.toIsLeftCancelMul,-542.7,542.7,0.0,0,3,7.755690828930447,0,0,term
UniqueProds.toIsCancelMul,-477.9,477.9,0.0,0,3,7.755690828930447,0,0,term
UniqueProds.of_same,-1263.6,1263.6,0.0,0,3,7.755690828930447,0,0,term
UniqueProds.toTwoUniqueProds_of_group,-745.2,745.2,0.0,0,3,7.755690828930447,0,0,term
TwoUniqueProds.of_mulHom,-1304.1,1304.1,0.0,0,3,7.755690828930447,0,0,term
TwoUniqueProds.of_injective_mulHom,-955.8,955.8,0.0,0,3,7.755690828930447,0,0,term
MulEquiv.twoUniqueProds_iff,-777.5999999999999,777.5999999999999,0.0,0,3,7.755690828930447,0,0,term
TwoUniqueProds.of_mulOpposite,-591.3,591.3,0.0,0,3,7.755690828930447,0,0,term
HomologicalComplex.i_cyclesMk,-1288.964382633033,1288.237882145447,-0.7265004875861152,2,2,-0.3632502437930576,2,3,tactic
CategoryTheory.ShortComplex.ShortExact.δ_apply',-3969.0,3969.0,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ShortComplex.ShortExact.δ_apply,-5327.3083517999585,5327.3083517999585,0.0,0,11,72.7072194107185,0,23,tactic
AddSubgroup.zsmul_mem_zmultiples_iff_exists_sub_div,-1072.9423843967334,1348.2598803817466,275.3174959850131,2,19,137.65874799250656,2,27,tactic
AddSubgroup.nsmul_mem_zmultiples_iff_exists_sub_div,-1168.237882145447,1168.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
QuotientAddGroup.zmultiples_zsmul_eq_zsmul_iff,-1048.60113238924,1088.8325875090645,40.231455119824474,1,7,40.231455119824474,1,10,tactic
QuotientAddGroup.zmultiples_nsmul_eq_nsmul_iff,-994.237882145447,994.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
HomologicalComplex₂.toGradedObjectMap_apply,-1287.9,1287.9,0.0,0,3,7.755690828930447,0,0,term
HomologicalComplex₂.ofGradedObject_toGradedObject,-1158.3,1158.3,0.0,0,3,7.755690828930447,0,0,term
HomologicalComplex₂.shape_f,-760.6011323892401,752.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,2,tactic
HomologicalComplex₂.d_f_comp_d_f,-992.1189410727235,992.1189410727235,-0.0,0,1,-8.482191316516564,0,3,tactic
HomologicalComplex₂.d_comm,-1052.1189410727236,1052.1189410727236,-0.0,0,1,-8.482191316516564,0,0,tactic
HomologicalComplex₂.comm_f,-1539.0,1539.0,0.0,0,3,7.755690828930447,0,0,term
HomologicalComplex₂.flip_flip,-624.0443091710695,631.8,7.755690828930447,1,3,7.755690828930447,1,0,term
HomologicalComplex₂.XXIsoOfEq_rfl,-915.3,915.3,0.0,0,3,7.755690828930447,0,0,term
Multiset.lcm_zero,-364.8443091710696,372.6,7.755690828930447,1,3,7.755690828930447,1,0,term
Multiset.lcm_cons,-664.8886183421391,680.4,15.511381657860895,2,3,7.755690828930447,2,0,term
Multiset.lcm_singleton,-567.3443091710695,575.1,7.755690828930447,1,3,7.755690828930447,1,0,term
Multiset.lcm_add,-672.9886183421391,688.5,15.511381657860895,2,3,7.755690828930447,2,0,term
Multiset.lcm_dvd,-567.6886183421392,583.2,15.511381657860895,2,3,7.755690828930447,2,0,term
Multiset.dvd_lcm,-534.9443091710696,542.7,7.755690828930447,1,3,7.755690828930447,1,0,term
Multiset.lcm_mono,-583.2,583.2,0.0,0,3,7.755690828930447,0,0,term
Multiset.normalize_lcm,-534.9443091710696,542.7,7.755690828930447,1,3,7.755690828930447,1,0,term
Multiset.lcm_eq_zero_iff,-520.6011323892401,544.5947053636175,23.993572974377464,1,5,23.993572974377464,1,9,tactic
Multiset.lcm_dedup,-470.8329275132087,494.1,23.267072486791342,3,3,7.755690828930447,3,0,term
Multiset.lcm_ndunion,-586.237882145447,586.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
Multiset.lcm_union,-538.237882145447,538.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
Multiset.lcm_ndinsert,-574.237882145447,574.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
Multiset.gcd_zero,-364.8443091710696,372.6,7.755690828930447,1,3,7.755690828930447,1,0,term
Multiset.gcd_cons,-664.8886183421391,680.4,15.511381657860895,2,3,7.755690828930447,2,0,term
Multiset.gcd_singleton,-551.8329275132087,575.1,23.267072486791342,3,3,7.755690828930447,3,0,term
Multiset.gcd_add,-672.9886183421391,688.5,15.511381657860895,2,3,7.755690828930447,2,0,term
Multiset.dvd_gcd,-575.4443091710696,583.2,7.755690828930447,1,3,7.755690828930447,1,0,term
Multiset.gcd_dvd,-527.1886183421392,542.7,15.511381657860895,2,3,7.755690828930447,2,0,term
Multiset.gcd_mono,-583.2,583.2,0.0,0,3,7.755690828930447,0,0,term
Multiset.normalize_gcd,-534.9443091710696,542.7,7.755690828930447,1,3,7.755690828930447,1,0,term
Multiset.gcd_eq_zero_iff,-496.6011323892401,577.4272928726821,80.82616048344201,1,12,80.82616048344201,1,6,tactic
Multiset.gcd_map_mul,-602.8325875090645,602.8325875090645,0.0,0,7,40.231455119824474,0,10,tactic
Multiset.gcd_dedup,-463.0772366842782,494.1,31.02276331572179,4,3,7.755690828930447,4,0,term
Multiset.gcd_ndunion,-586.237882145447,586.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
Multiset.gcd_union,-538.237882145447,538.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
Multiset.gcd_ndinsert,-574.237882145447,574.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
Multiset.extract_gcd',-963.9,963.9,0.0,0,3,7.755690828930447,0,0,term
Multiset.extract_gcd,-773.665175018129,773.665175018129,0.0,0,14,97.06404262888901,0,24,tactic
Fin.coe_sub_one,-484.6011323892401,549.1894107272351,64.588278337995,1,10,64.588278337995,1,11,tactic
Fin.lt_sub_one_iff,-430.6011323892401,462.71364643634104,32.112514047100966,1,6,32.112514047100966,1,15,tactic
Fin.le_sub_one_iff,-462.71364643634104,462.71364643634104,0.0,0,6,32.112514047100966,0,10,tactic
Fin.sub_one_lt_iff,-494.1,494.1,0.0,0,3,7.755690828930447,0,0,term
Fin.neg_last,-322.60113238924004,314.1189410727235,-8.482191316516564,1,1,-8.482191316516564,1,1,tactic
Fin.neg_natCast_eq_one,-368.1189410727235,368.1189410727235,-0.0,0,1,-8.482191316516564,0,2,tactic
CategoryTheory.ComposableArrows.IsComplex.zero',-1150.237882145447,1150.237882145447,-0.0,0,2,-0.3632502437930576,0,4,tactic
CategoryTheory.ComposableArrows.isComplex_of_iso,-907.2,907.2,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.isComplex_iff_of_iso,-874.8,874.8,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.isComplex₀,-510.29999999999995,510.29999999999995,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.isComplex₁,-510.29999999999995,510.29999999999995,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.Exact.exact',-1084.237882145447,1084.237882145447,-0.0,0,2,-0.3632502437930576,0,3,tactic
CategoryTheory.ComposableArrows.exact_of_iso,-810.0,810.0,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.exact_iff_of_iso,-777.5999999999999,777.5999999999999,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.exact₀,-445.5,445.5,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.exact₁,-445.5,445.5,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.isComplex₂_iff,-677.3083517999586,677.3083517999586,0.0,0,11,72.7072194107185,0,2,tactic
CategoryTheory.ComposableArrows.isComplex₂_mk,-818.0999999999999,818.0999999999999,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ShortComplex.isComplex_toComposableArrows,-1053.0,1053.0,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.exact₂_iff,-713.3083517999586,713.3083517999586,0.0,0,11,72.7072194107185,0,1,tactic
CategoryTheory.ComposableArrows.exact₂_mk,-1044.9,1044.9,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ShortComplex.Exact.exact_toComposableArrows,-1151.9215458553479,1190.7,38.77845414465224,5,3,7.755690828930447,5,0,term
CategoryTheory.ShortComplex.exact_iff_exact_toComposableArrows,-1182.6,1182.6,0.0,0,3,7.755690828930447,0,0,term
CategoryTheory.ComposableArrows.exact_iff_δ₀,-961.4492911089817,961.4492911089817,0.0,0,29,218.84815871974163,0,3,tactic
CategoryTheory.ComposableArrows.Exact.δ₀,-508.23788214544703,508.23788214544703,-0.0,0,2,-0.3632502437930576,0,0,tactic
CategoryTheory.ComposableArrows.exact_of_δ₀,-790.237882145447,790.237882145447,-0.0,0,2,-0.3632502437930576,0,0,tactic
CategoryTheory.ComposableArrows.exact_iff_δlast,-1169.6871732544287,1169.6871732544287,0.0,0,31,235.08604086518864,0,6,tactic
CategoryTheory.ComposableArrows.Exact.δlast,-544.237882145447,544.237882145447,-0.0,0,2,-0.3632502437930576,0,0,tactic
CategoryTheory.ComposableArrows.exact_of_δlast,-1012.237882145447,1012.237882145447,-0.0,0,2,-0.3632502437930576,0,0,tactic
npow_add,-473.24309171069547,550.8,77.55690828930447,10,3,7.755690828930447,10,0,term
npow_zero,-246.4430917106955,324.0,77.55690828930447,10,3,7.755690828930447,10,0,term
npow_one,-222.8317100528346,315.9,93.06828994716537,12,3,7.755690828930447,12,0,term
npow_mul_assoc,-631.0833237057566,614.1189410727235,-16.96438263303313,2,1,-8.482191316516564,2,2,tactic
